date,title,doi,authors,journal,short_journal,volume,year,publisher,issue,page,abstract
2019-11-21,Blockchain and Smart Contracts for Entrepreneurial Collaboration in Maritime Supply Chains,10.2478/ttj-2019-0030,"[{'author_name': 'Robert Philipp', 'author_slug': 'robert-philipp-ANQQLa', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Gunnar Prause', 'author_slug': 'gunnar-prause-yZRanx', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Laima Gerlitz', 'author_slug': 'laima-gerlitz-Yg0KXG', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}]",Transport and Telecommunication Journal,,20,2019,Walter de Gruyter GmbH,4,365-378,"Abstract
Smart contracts are scripts on the top of the blockchain technology. They represent a form of automation by what the layers of intermediaries can be reduced or even completely replaced. Accordingly, blockchain smart contracting systems decrease transaction and enforcement costs as well as process time.
Moreover, we argue, blockchain and smart contracts can facilitate cross-organisational collaboration and their underlying business processes. Hence, they are able to support the integration of entrepreneurs and SMEs into trans-national supply chains by reducing high entry barriers and weakening the dominating position of big players.
This paper discusses the research questions how blockchain smart contracting can facilitate the implementation of collaborative logistics structures and how the integration of SMEs into sustainable maritime supply chains can be safeguarded. The research bases on expert interviews and case studies. The results showcase the potentials of using blockchain smart contracting in the environment of trans-national and multimodal supply chains."
2024-02-16,The Impact of Green Supply Chain Management on Circular Economy Performance: The Mediating Roles of Green Innovations,10.3390/logistics8010020,"[{'author_name': 'Ayman Bahjat Abdallah', 'author_slug': 'Ayman Bahjat Abdallah', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,8,2024,MDPI AG,1,20,"Background: This study investigated the impact of green supply chain management (GSCM) on circular economy (CE) performance. The mediating roles of three green innovation types, namely green product innovation, green process innovation, and green management innovation, are also examined. Methods: This study’s population comprised all companies in the manufacturing sector in Jordan. A simple random method was applied to gather data from 278 companies. The research model was evaluated in terms of validity and reliability, which were found to be satisfactory. Hayes’s PROCESS macro in IBM SPSS was applied for hypothesis testing. Results: The findings showed that GSCM directly and positively affected CE performance. Moreover, GSCM showed positive impacts on the three types of green innovation. In addition, the three innovation types demonstrated positive impacts on CE performance and proved to positively mediate the GSCM–CE performance relationship. Conclusions: The present study is the first, to the best of our knowledge, to examine the mediating effect of green innovations on the GSCM–CE performance relationship. It is also among the first to examine the impact of GSCM on three different types of green innovation that represent technological and non-technological innovations."
2018-08-30,Logistics Services Sector and Economic Recession in Greece: Challenges and Opportunities,10.3390/logistics2030016,"[{'author_name': 'Dimitris Folinas', 'author_slug': 'dimitris-folinas-1gZ29X', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Naoum Tsolakis', 'author_slug': 'naoum-tsolakis-2NKblm', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Dimitrios Aidonis', 'author_slug': 'dimitrios-aidonis-1ggwEX', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,2,2018,MDPI AG,3,16,"Abstract:The recent economic recession in Greece has had a detrimental impact on all national business activities, with the logistics industry being one of the most affected sectors primarily due to the significant decrease in market demand for goods and services. In this regard, the aim of this research is to identify key challenges and prospects for the Greek logistics services industry stemming from the recent economic crisis era through a critical literature taxonomy, a semantic analysis of the reviewed articles, and a questionnaire-based survey involving 140 executives from the third-party logistics sector. In principal, the recent economic crisis is reported to have significantly affected logistics service providers, thus further imposing structural reforms in the industry. The reduction in operating profits of transport companies is noticeable with the onset of the economic crisis, specifically in 2016. Nevertheless, logistics executives are optimistic regarding the near future, provided that educated and informed strategic management decisions are made and inventive business practices are embraced."
2023-12-01,Exploring Applications and Practical Examples by Streamlining Material Requirements Planning (MRP) with Python,10.3390/logistics7040091,"[{'author_name': 'João Reis', 'author_slug': 'João Reis', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,7,2023,MDPI AG,4,91,"Background: Material Requirements Planning (MRP) is critical in Supply Chain Management (SCM), facilitating effective inventory management and meeting production demands in the manufacturing sector. Despite the potential benefits of automating the MRP tasks to meet the demand for expedited and efficient management, the field appears to be lagging behind in harnessing the advancements offered by Artificial Intelligence (AI) and sophisticated programming languages. Consequently, this study aims to address this gap by exploring the applications of Python in simplifying the MRP processes. Methods: This article offers a twofold approach: firstly, it conducts research to uncover the potential applications of the Python code in streamlining the MRP operations, and the practical examples serve as evidence of Python’s efficacy in simplifying the MRP tasks; secondly, this article introduces a conceptual framework that showcases the Python ecosystem, highlighting libraries and structures that enable efficient data manipulation, analysis, and optimization techniques. Results: This study presents a versatile framework that integrates a variety of Python tools, including but not limited to Pandas, Matplotlib, and Plotly, to streamline and actualize an 8-step MRP process. Additionally, it offers preliminary insights into the integration of the Python-based MRP solution (MRP.py) with Enterprise Resource Planning (ERP) systems. Conclusions: While the article focuses on demonstrating the practicality of Python in MRP, future endeavors will entail empirically integrating MRP.py with the ERP systems in small- and medium-sized companies. This integration will establish real-time data synchronization between the Python and ERP systems, leading to accurate MRP calculations and enhanced decision-making processes."
2023-08-04,Optimization of the Residual Biomass Supply Chain: Process Characterization and Cost Analysis,10.3390/logistics7030048,"[{'author_name': 'Leonel J. R. Nunes', 'author_slug': 'leonel-j-r-nunes-vJ2EpO', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Sandra Silva', 'author_slug': 'sandra-silva-9b35Zr', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,7,2023,MDPI AG,3,48,"This study delves into the critical role of logistical cost optimization in the residual woody biomass supply chain, aiming to enhance the sustainability and efficiency of this resource’s exploitation. The research underscores that proficient cost management of logistical operations is pivotal for the economic feasibility of residual biomass utilization. The paper scrutinizes key aspects, such as collection, transportation, storage, and processing of biomass, emphasizing their individual contributions to the overall cost. It also pays particular attention to the impacts of seasonality and biomass quality variations, which directly influence the cost and effectiveness of the supply chain. To facilitate a deeper understanding of these factors, the study introduces mathematical models that enable the exploration of diverse scenarios and optimization strategies. The use of linear programming, genetic algorithms, and tabu search techniques are discussed in the context of these models. The findings of this research hold significant implications for the management of the residual biomass supply chain and contribute to the transition towards a low-carbon economy."
2019-02-27,Combining Blockchain Technology and the Physical Internet to Achieve Triple Bottom Line Sustainability: A Comprehensive Research Agenda for Modern Logistics and Supply Chain Management,10.3390/logistics3010010,"[{'author_name': 'Horst Treiblmaier', 'author_slug': 'horst-treiblmaier-y8dj4G', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,3,2019,MDPI AG,1,10,"Integrating triple bottom line (TBL) goals into supply chains (SCs) is a challenging task which necessitates the careful coordination of numerous stakeholders’ individual interests. Recent technological advancements can impact TBL sustainability by changing the design, structure, and management of modern SCs. Blockchain technology enables immutable data records and facilitates a shared data view along the supply chain. The Physical Internet (PI) is an overarching framework that can be applied to create a layered and comprehensive view of the SC. In this conceptual paper, I define and combine these technologies and derive several high-level research areas and research questions (RQ) to investigate adoption and management as well as structural SC issues. I suggest a theory-based research agenda for the years to come that exploits the strengths of rigorous academic research, while remaining relevant for industry. Furthermore, I suggest various well-established theories to tackle the respective research questions and provide specific directions for future research."
2024-01-04,Global Supply Chains Made Visible through Logistics Security Management,10.3390/logistics8010006,"[{'author_name': 'Pablo Emilio Mora Lozano', 'author_slug': 'Pablo Emilio Mora Lozano', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,8,2024,MDPI AG,1,6,"Background: For several years, two of the major concerns of logistics managers are (i) the visibility of global supply chains and (ii) the uncertainty in deciding which existing logistics security program is the most appropriate according to the security levels for their organization. This last decision is needed to ensure traceability and visibility of the supply chain. The purpose of this paper is to present an analysis of the main public and private supply chain security management programs in Latin America and the Caribbean. Methods: A qualitative and quantitative research methodology based on thematic content analysis is followed. The four main existing security programs in Latin America and the Caribbean are systematically compared and a common general framework is developed. Results: The analysis shows a high degree of similarity between the levels of security contained in the selected programs. Conclusions: We found that there is little guidance available for companies interested in managing security risks in their supply chains through these logistics’ security programs. This article contributes to the literature on logistics security programs that is currently gaining momentum in managing security risks in global supply chains and provides academic insights into the choice and/or complementarity of one or more logistics security programs."
2023-09-18,Measuring Supply Chain Performance as SCOR v13.0-Based in Disruptive Technology Era: Scale Development and Validation,10.3390/logistics7030065,"[{'author_name': 'Özden Özkanlısoy', 'author_slug': 'Özden Özkanlısoy', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,7,2023,MDPI AG,3,65,"Background: Supply chain performance measurement is an integral part of supply chain management today, as it makes many critical contributions to supply chains, especially for companies and supply chains to identify potential problems and improvement fields, evaluate the efficiency of processes, and enhance the health and success of supply chains. The purpose of this study is to contribute to future research and practical applications by presenting a more standard, comprehensive, and up-to-date measurement scale developed based on the SCOR model version 13.0 performance measures in the disruptive technology era. Methods: The study was performed in seven stages and the sample size consists of 227 companies for pilot data and 452 companies for the main data. The stages comprise item generation and purification, exploratory factor analysis for the pilot study and main study, confirmatory factor analysis for the main study, convergent, discriminant, and nomological validity appraisal, and investigation of bias effect. Results: The scale was developed and validated as a five-factor and thirty-one item structure. Conclusions: Some key trends and indicators must be followed today to perceive the landscape of future supply chains. This measurement scale closely follows the future supply chains. Additionally, the findings have been confirmed by the contributions of disruptive technologies and the conceptual structure of supply chain management."
2024-01-26,A Text-Based Predictive Maintenance Approach for Facility Management Requests Utilizing Association Rule Mining and Large Language Models,10.3390/make6010013,"[{'author_name': 'Maximilian Lowin', 'author_slug': 'Maximilian Lowin', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Machine Learning and Knowledge Extraction,MAKE,6,2024,MDPI AG,1,233-258,"Introduction: Due to the lack of labeled data, applying predictive maintenance algorithms for facility management is cumbersome. Most companies are unwilling to share data or do not have time for annotation. In addition, most available facility management data are text data. Thus, there is a need for an unsupervised predictive maintenance algorithm that is capable of handling textual data. Methodology: This paper proposes applying association rule mining on maintenance requests to identify upcoming needs in facility management. By coupling temporal association rule mining with the concept of semantic similarity derived from large language models, the proposed methodology can discover meaningful knowledge in the form of rules suitable for decision-making. Results: Relying on the large German language models works best for the presented case study. Introducing a temporal lift filter allows for reducing the created rules to the most important ones. Conclusions: Only a few maintenance requests are sufficient to mine association rules that show links between different infrastructural failures. Due to the unsupervised manner of the proposed algorithm, domain experts need to evaluate the relevance of the specific rules. Nevertheless, the algorithm enables companies to efficiently utilize their data stored in databases to create interpretable rules supporting decision-making."
2022-12-10,Operationalizing and automating Data Governance,10.1186/s40537-022-00673-5,"[{'author_name': 'Sergi Nadal', 'author_slug': 'sergi-nadal-1gQl1M', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Petar Jovanovic', 'author_slug': 'petar-jovanovic-yZlQdp', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Besim Bilalli', 'author_slug': 'besim-bilalli-3MKR3g', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Óscar Romero', 'author_slug': 'oscar-romero-zRWmgx', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}]",Journal of Big Data,J Big Data,9,2022,Springer Science and Business Media LLC,1,,"AbstractThe ability to cross data from multiple sources represents a competitive advantage for organizations. Yet, the governance of the data lifecycle, from the data sources into valuable insights, is largely performed in an ad-hoc or manual manner. This is specifically concerning in scenarios where tens or hundreds of continuously evolving data sources produce semi-structured data. To overcome this challenge, we develop a framework for operationalizing and automating data governance. For the first, we propose a zoned data lake architecture and a set of data governance processes that allow the systematic ingestion, transformation and integration of data from heterogeneous sources, in order to make them readily available for business users. For the second, we propose a set of metadata artifacts that allow the automatic execution of data governance processes, addressing a wide range of data management challenges. We showcase the usefulness of the proposed approach using a real world use case, stemming from the collaborative project with the World Health Organization for the management and analysis of data about Neglected Tropical Diseases. Overall, this work contributes on facilitating organizations the adoption of data-driven strategies into a cohesive framework operationalizing and automating data governance."
2024-02-05,"More Capable, Less Benevolent: Trust Perceptions of AI Systems across Societal Contexts",10.3390/make6010017,"[{'author_name': 'Ekaterina Novozhilova', 'author_slug': 'Ekaterina Novozhilova', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Machine Learning and Knowledge Extraction,MAKE,6,2024,MDPI AG,1,342-366,"Modern AI applications have caused broad societal implications across key public domains. While previous research primarily focuses on individual user perspectives regarding AI systems, this study expands our understanding to encompass general public perceptions. Through a survey (N = 1506), we examined public trust across various tasks within education, healthcare, and creative arts domains. The results show that participants vary in their trust across domains. Notably, AI systems’ abilities were evaluated higher than their benevolence across all domains. Demographic traits had less influence on trust in AI abilities and benevolence compared to technology-related factors. Specifically, participants with greater technological competence, AI familiarity, and knowledge viewed AI as more capable in all domains. These participants also perceived greater systems’ benevolence in healthcare and creative arts but not in education. We discuss the importance of considering public trust and its determinants in AI adoption."
