date,title,doi,authors,journal,short_journal,volume,year,publisher,issue,page,abstract
2020-12-23,Phormica: Photochromic Pheromone Release and Detection System for Stigmergic Coordination in Robot Swarms,10.3389/frobt.2020.591402,"[{'author_name': 'Muhammad Salman', 'author_slug': 'muhammad-salman-yZ5yj6', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'David Garzón Ramos', 'author_slug': 'david-garzon-ramos-1gQ4Oj', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Ken Hasselmann', 'author_slug': 'ken-hasselmann-Zymj6M', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Mauro Birattari', 'author_slug': 'mauro-birattari-W8l00d', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Robotics and Ai,Front. Robot. AI,7,2020,Frontiers Media SA,,,"Stigmergy is a form of indirect communication and coordination in which agents modify the environment to pass information to their peers. In nature, animals use stigmergy by, for example, releasing pheromone that conveys information to other members of their species. A few systems in swarm robotics research have replicated this process by introducing the concept of artificial pheromone. In this paper, we present Phormica, a system to conduct experiments in swarm robotics that enables a swarm of e-puck robots to release and detect artificial pheromone. Phormica emulates pheromone-based stigmergy thanks to the ability of robots to project UV light on the ground, which has been previously covered with a photochromic material. As a proof of concept, we test Phormica on three collective missions in which robots act collectively guided by the artificial pheromone they release and detect. Experimental results indicate that a robot swarm can effectively self-organize and act collectively by using stigmergic coordination based on the artificial pheromone provided by Phormica."
2018-06-07,Information Exchange Design Patterns for Robot Swarm Foraging and Their Application in Robot Control Algorithms,10.3389/frobt.2018.00047,"[{'author_name': 'Lenka Pitonakova', 'author_slug': 'lenka-pitonakova-M29YpY', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Richard Crowder', 'author_slug': 'richard-crowder-gZPLdJ', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Seth Bullock', 'author_slug': 'seth-bullock-W8zPwM', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Robotics and Ai,Front. Robot. AI,5,2018,Frontiers Media SA,,,"In swarm robotics, a design pattern provides high-level guidelines for the implementation of a particular robot behaviour and describes its impact on swarm performance. In this paper, we explore information exchange design patterns for robot swarm foraging. First, a method for the specification of design patterns for robot swarms is proposed that builds on previous work in this field and emphasises modular behaviour design, as well as information-centric micro-macro link analysis. Next, design pattern application rules that can facilitate the pattern usage in robot control algorithms are given. A catalogue of six design patterns is then presented. The patterns are derived from an extensive list of experiments reported in the swarm robotics literature, demonstrating the capability of the proposed method to identify distinguishing features of robot behaviour and their impact on swarm performance in a wide range of swarm implementations and experimental scenarios. Each pattern features a detailed description of robot behaviour and its associated parameters, facilitated by the usage of a multi-agent modeling language, BDRML, and an account of feedback loops and forces that affect the pattern's applicability. Scenarios in which the pattern has been used are described. The consequences of each design pattern on overall swarm performance are characterised within the Information-Cost-Reward framework, that makes it possible to formally relate the way in which robots acquire, share and utilise information. Finally, the patterns are validated by demonstrating how they improved the performance of foraging e-puck swarms and how they could guide algorithm design in other scenarios."
2022-02-21,LFA: A Lévy Walk and Firefly-Based Search Algorithm: Application to Multi-Target Search and Multi-Robot Foraging,10.3390/bdcc6010022,"[{'author_name': 'Ouarda Zedadra', 'author_slug': 'ouarda-zedadra-vy8pLL', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Antonio Guerrieri', 'author_slug': 'antonio-guerrieri-PQ94DL', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Hamid Séridi', 'author_slug': 'hamid-seridi-D1Nede', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}]",Big Data and Cognitive Computing,BDCC,6,2022,MDPI AG,1,22,"In the literature, several exploration algorithms have been proposed so far. Among these, Lévy walk is commonly used since it is proved to be more efficient than the simple random-walk exploration. It is beneficial when targets are sparsely distributed in the search space. However, due to its super-diffusive behavior, some tuning is needed to improve its performance, specifically when targets are clustered. Firefly algorithm is a swarm intelligence-based algorithm useful for intensive search, but its exploration rate is very limited. An efficient and reliable search could be attained by combining the two algorithms since the first one allows exploration space, and the second one encourages its exploitation. In this paper, we propose a swarm intelligence-based search algorithm called Lévy walk and Firefly-based Algorithm (LFA), which is a hybridization of the two aforementioned algorithms. The algorithm is applied to Multi-Target Search and Multi-Robot Foraging. Numerical experiments to test the performances are conducted on the robotic simulator ARGoS. A comparison with the original firefly algorithm proves the goodness of our contribution."
2018-02-19,A Two Teraflop Swarm,10.3389/frobt.2018.00011,"[{'author_name': 'Simon Jones', 'author_slug': 'simon-jones-zbXYRY', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Matthew Studley', 'author_slug': 'matthew-studley-EajlVP', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Sabine Hauert', 'author_slug': 'sabine-hauert-MV5M99', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Alan Winfield', 'author_slug': 'alan-winfield-YgjYRL', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Robotics and Ai,Front. Robot. AI,5,2018,Frontiers Media SA,,,"We introduce the Xpuck swarm, a research platform with an aggregate raw processing power in excess of two teraflops. The swarm uses 16 e-puck robots augmented with custom hardware that uses the substantial CPU and GPU processing power available from modern mobile system-on-chip devices. The augmented robots, called Xpucks, have at least an order of magnitude greater performance than previous swarm robotics platforms. The platform enables new experiments that require high individual robot computation and multiple robots. Uses include online evolution or learning of swarm controllers, simulation for answering what-if questions about possible actions, distributed super-computing for mobile platforms, and real-world applications of swarm robotics that requires image processing, or SLAM. The teraflop swarm could also be used to explore swarming in nature by providing platforms with similar computational power as simple insects. We demonstrate the computational capability of the swarm by implementing a fast physics-based robot simulator and using this within a distributed island model evolutionary system, all hosted on the Xpucks."
2018-12-18,Toward Computational Motivation for Multi-Agent Systems and Swarms,10.3389/frobt.2018.00134,"[{'author_name': 'Md. Mohiuddin Khan', 'author_slug': 'md-mohiuddin-khan-4jKP3', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Kathryn Kasmarik', 'author_slug': 'kathryn-kasmarik-Xx22ww', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Michael Barlow', 'author_slug': 'michael-barlow-8gn3zG', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Robotics and Ai,Front. Robot. AI,5,2018,Frontiers Media SA,,,"Motivation is a crucial part of animal and human mental development, fostering competence, autonomy, and open-ended development. Motivational constructs have proved to be an integral part of explaining human and animal behavior. Computer scientists have proposed various computational models of motivation for artificial agents, with the aim of building artificial agents capable of autonomous goal generation. Multi-agent systems and swarm intelligence are natural extensions to the individual agent setting. However, there are only a few works that focus on motivation theories in multi-agent or swarm settings. In this study, we review current computational models of motivation settings, mechanisms, functions and evaluation methods and discuss how we can produce systems with new kinds of functions not possible using individual agents. We describe in detail this open area of research and the major research challenges it holds."
2017-10-23,Interactive Simulations of Biohybrid Systems,10.3389/frobt.2017.00050,"[{'author_name': 'Sebastian Albrecht von Mammen', 'author_slug': 'sebastian-albrecht-von-mammen-gRdWRQ', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Daniel Wagner', 'author_slug': 'daniel-wagner-RV8e25', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Andreas Knote', 'author_slug': 'andreas-knote-KlMZL2', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Umut Taskin', 'author_slug': 'umut-taskin-E2YVZy', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Robotics and Ai,Front. Robot. AI,4,2017,Frontiers Media SA,,,"In this article, we present approaches to interactive simulations of biohybrid systems. These simulations are comprised of two major computational components: (1) agentbased developmental models that retrace organismal growth and unfolding of technical scaffoldings and (2) interfaces to explore these models interactively. Simulations of biohybrid systems allow us to fast forward and experience their evolution over time based on our design decisions involving the choice, configuration and initial states of the deployed biological and robotic actors as well as their interplay with the environment. We briefly introduce the concept of swarm grammars, an agent-based extension of L-systems for retracing growth processes and structural artifacts. Next, we review an early augmented reality prototype for designing and projecting biohybrid system simulations into real space. In addition to models that retrace plant behaviors, we specify swarm grammar agents to braid structures in a self-organizing manner. Based on this model, both robotic and plant-driven braiding processes can be experienced and explored in virtual worlds. We present an according user interface for use in virtual reality. As we present interactive models concerning rather diverse description levels, we only ensured their principal capacity for interaction but did not consider efficiency analyzes beyond prototypic operation. We conclude this article with an outlook on future works on melding reality and virtuality to drive the design and deployment of biohybrid systems.Keywords: biohybrid systems, augmented reality, virtual reality, user interfaces, biological development, generative systems Biohybrid systems, i.e., the cross-fertilization of robotic entities and plants, take robotic control and interconnected technologies a significant step beyond the design, planning, manufacture, and supply of complex products. Instead of pre-defined blueprints and manufacturing processes that fulfill certain target specifications, biohybrid systems consider, even make use of the variability of living organisms. By promoting and guiding the growth and development of plants, the characteristics exhibited throughout their life cycles become part of the system-from esthetic greenery over loadbearing and energy-saving structural elements to the potential supply of nourishment. At the same time, biohybrid systems are feedback-controlled systems which means that (1) deviations of the individual plant, e.g., in terms of its health or developmental state, or (2) unexpected environmental trends, e.g., in terms of climatic conditions or regarding changes in the built environment, as well as (3) changes in the target specifications, can be compensated for. These traits of robustness, adaptivity, and flexibility in combination with a potential longevity that may easily outlast a human lifetime, may very well render biohybrid systems a key technology in shaping the evolution of man-kind. However, comprehensive basic research has to be conducted in order to arrive at state mature en..."
2016-11-17,Dynamical Intention: Integrated Intelligence Modeling for Goal-Directed Embodied Agents,10.3389/frobt.2016.00066,"[{'author_name': 'Eric Aaron', 'author_slug': 'eric-aaron-kyExZJ', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Robotics and Ai,Front. Robot. AI,3,2016,Frontiers Media SA,,,"Intelligent embodied robots are integrated systems: as they move continuously through their environments, executing behaviors and carrying out tasks, components for low-level and high-level intelligence are integrated in the robot's cognitive system, and cognitive and physical processes combine to create their behavior. For a modeling framework to enable the design and analysis of such integrated intelligence, the underlying representations in the design of the robot should be dynamically sensitive, capable of reflecting both continuous motion and micro-cognitive influences, while also directly representing the necessary beliefs and intentions for goal-directed behavior. In this paper, a dynamical intention-based modeling framework is presented that satisfies these criteria, along with a hybrid dynamical cognitive agent (HDCA) framework for employing dynamical intentions in embodied agents. This dynamical intention-HDCA (DI-HDCA) modeling framework is a fusion of concepts from spreading activation networks, hybrid dynamical system models, and the BDI (belief-desire-intention) theory of goal-directed reasoning, adapted and employed unconventionally to meet entailments of environment and embodiment. The paper presents two kinds of autonomous agent learning results that demonstrate dynamical intentions and the multi-faceted integration they enable in embodied robots: with a simulated service robot in a grid-world office environment, reactive-level learning minimizes reliance on deliberative-level intelligence, enabling task sequencing and action selection to be distributed over both deliberative and reactive levels; and with a simulated game of Tag, the cognitive-physical integration of an autonomous agent enables the straightforward learning of a user-specified strategy during gameplay, without interruption to the game. In addition, the paper argues that dynamical intentions are consistent with cognitive theory underlying goal-directed behavior, and that DI-HDCA modeling may facilitate the study of emergent behaviors in embodied agents."
2023-07-28,Counterfactual learning in enhancing resilience in autonomous agent systems,10.3389/frai.2023.1212336,"[{'author_name': 'Dilini Samarasinghe', 'author_slug': 'dilini-samarasinghe-PVjdX0', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Artificial Intelligence,Front. Artif. Intell.,6,2023,Frontiers Media SA,,,"Resilience in autonomous agent systems is about having the capacity to anticipate, respond to, adapt to, and recover from adverse and dynamic conditions in complex environments. It is associated with the intelligence possessed by the agents to preserve the functionality or to minimize the impact on functionality through a transformation, reconfiguration, or expansion performed across the system. Enhancing the resilience of systems could pave way toward higher autonomy allowing them to tackle intricate dynamic problems. The state-of-the-art systems have mostly focussed on improving the redundancy of the system, adopting decentralized control architectures, and utilizing distributed sensing capabilities. While machine learning approaches for efficient distribution and allocation of skills and tasks have enhanced the potential of these systems, they are still limited when presented with dynamic environments. To move beyond the current limitations, this paper advocates incorporating counterfactual learning models for agents to enable them with the ability to predict possible future conditions and adjust their behavior. Counterfactual learning is a topic that has recently been gaining attention as a model-agnostic and post-hoc technique to improve explainability in machine learning models. Using counterfactual causality can also help gain insights into unforeseen circumstances and make inferences about the probability of desired outcomes. We propose that this can be used in agent systems as a means to guide and prepare them to cope with unanticipated environmental conditions. This supplementary support for adaptation can enable the design of more intelligent and complex autonomous agent systems to address the multifaceted characteristics of real-world problem domains."
2020-05-28,Trustable Environmental Monitoring by Means of Sensors Networks on Swarming Autonomous Marine Vessels and Distributed Ledger Technology,10.3389/frobt.2020.00070,"[{'author_name': 'Ivan Berman', 'author_slug': 'ivan-berman-JWAX0D', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Enrica Zereik', 'author_slug': 'enrica-zereik-NMnaOP', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Aleksandr Kapitonov', 'author_slug': 'aleksandr-kapitonov-vy9W24', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Fabio Bonsignorio', 'author_slug': 'fabio-bonsignorio-2W1r3J', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Alisher Khassanov', 'author_slug': 'alisher-khassanov-MVyewX', 'author_sequence_number': '5', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Aziza Oripova', 'author_slug': 'aziza-oripova-xZDzg', 'author_sequence_number': '6', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Sergey Lonshakov', 'author_slug': 'sergey-lonshakov-YgQwZx', 'author_sequence_number': '7', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Vitaly Bulatov', 'author_slug': 'vitaly-bulatov-9DYy49', 'author_sequence_number': '8', 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Robotics and Ai,Front. Robot. AI,7,2020,Frontiers Media SA,,,"The article describes a highly trustable environmental monitoring system employing a small scalable swarm of small-sized marine vessels equipped with compact sensors and intended for the monitoring of water resources and infrastructures. The technological foundation of the process which guarantees that any third party can not alter the samples taken by the robot swarm is based on the Robonomics platform. This platform provides encrypted decentralized technologies based on distributed ledger tools, and market mechanisms for organizing the work of heterogeneous multi-vendor cyber-physical systems when automated economical transactions are needed. A small swarm of robots follows the autonomous ship, which is in charge of maintaining the secure transactions. The swarm implements a version of Reynolds' Boids model based on the Belief Space Planning approach. The main contributions of our work consist of: (1) the deployment of a secure sample certification and logging platform based on the blockchain with a small-sized swarm of autonomous vessels performing maneuvers to measure chemical parameters of water in automatic mode; (2) the coordination of a leader-follower framework for the small platoon of robots by means of a Reynolds' Boids model based on a Belief Space Planning approach. In addition, the article describes the process of measuring the chemical parameters of water by using sensors located on the vessels. Both technology testing on experimental vessel and environmental measurements are detailed. The results have been obtained through real world experiments of an autonomous vessel, which was integrated as the “leader” into a mixed reality simulation of a swarm of simulated smaller vessels.The design of the experimental vessel physically deployed in the Volga river to demonstrate the practical viability of the proposed methods is shortly described."
2022-11-10,State-transfer modeling collective behavior of multi-ball Bernoulli system based on local interaction forces,10.3389/frobt.2022.980586,"[{'author_name': 'Fan Ye', 'author_slug': 'fan-ye-M314k', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Arsen Abdulali', 'author_slug': 'arsen-abdulali-G5l0n6', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Fumiya Iida', 'author_slug': 'fumiya-iida-n6mRyd', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Robotics and Ai,Front. Robot. AI,9,2022,Frontiers Media SA,,,"Collective behavior observed in nature has been actively employed in swarm robotics. In order to better respond to external cues, the agents in such systems organize themselves in an ordered structure based on simple local rules. The central assumption, in swarm robotics, is that all agents in the system collaborate to fulfill a common goal. In nature, however, many multi-agent systems exhibit a more complex collective behavior involving a certain level of competition. One representative example of complex collective behavior is a multi-ball Bernoulli-ball system. In this paper, by extracting local force among the Bernoulli balls, we approximated the state-transfer model mapping interaction forces to observed behaviors. The results show that the collective Bernoulli-ball system spent 41% of its time on competitive behaviors, in which up to 84% of the interaction state is unorganized. The rest 59% of the time is spent on collaborative behavior. We believe that the novel proposed model opens new avenues in swarm robotics research."
2020-05-07,From Design to Deployment: Decentralized Coordination of Heterogeneous Robotic Teams,10.3389/frobt.2020.00051,"[{'author_name': 'David St-Onge', 'author_slug': 'david-st-onge-lXQ4RM', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Vivek Shankar Varadharajan', 'author_slug': 'vivek-shankar-varadharajan-nO8Jlr', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Ivan Švogor', 'author_slug': 'ivan-svogor-NYWZ4m', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Giovanni Beltrame', 'author_slug': 'giovanni-beltrame-y8awdM', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Robotics and Ai,Front. Robot. AI,7,2020,Frontiers Media SA,,,"Many applications benefit from the use of multiple robots, but their scalability and applicability are fundamentally limited when relying on a central control station. Getting beyond the centralized approach can increase the complexity of the embedded software, the sensitivity to the network topology, and render the deployment on physical devices tedious and error-prone. This work introduces a software-based solution to cope with these challenges on commercial hardware. We bring together our previous work on Buzz, the swarm-oriented programming language, and the many contributions of the Robotic Operating System (ROS) community into a reliable workflow, from rapid prototyping of decentralized behaviors up to robust field deployment. The Buzz programming language is a hardware independent, domain-specific (swarm-oriented), and composable language. From simulation to the field, a Buzz script can stay unmodified and almost seamlessly applicable to all units of a heterogeneous robotic team. We present the software structure of our solution, and the swarm-oriented paradigms it encompasses. While the design of a new behavior can be achieved on a lightweight simulator, we show how our security mechanisms enhance field deployment robustness. In addition, developers can update their scripts in the field using a safe software release mechanism. Integrating Buzz in ROS, adding safety mechanisms and granting field updates are core contributions essential to swarm robotics deployment: from simulation to the field. We show the applicability of our work with the implementation of two practical decentralized scenarios: a robust generic task allocation strategy and an optimized area coverage algorithm. Both behaviors are explained and tested with simulations, then experimented with heterogeneous ground-and-air robotic teams."
2014-04-01,Population Diversity Maintenance In Brain Storm Optimization Algorithm,10.1515/jaiscr-2015-0001,"[{'author_name': 'Shi Cheng', 'author_slug': 'shi-cheng-D1lzVN', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Yuhui Shi', 'author_slug': 'yuhui-shi-RVxMnO', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Quande Qin', 'author_slug': 'quande-qin-5GkmQQ', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Qingyu Zhang', 'author_slug': 'qingyu-zhang-1yrGXj', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Ruibin Bai', 'author_slug': 'ruibin-bai-LeW0kA', 'author_sequence_number': '5', 'affiliation': None, 'affiliation_slug': None}]",Journal of Artificial Intelligence and Soft Computing Research,,4,2014,Walter de Gruyter GmbH,2,83-97,"The convergence and divergence are two common phenomena in swarm intelligence. To obtain good search results, the algorithm should have a balance on convergence and divergence. The premature convergence happens partially due to the solutions getting clustered together, and not diverging again. The brain storm optimization (BSO), which is a young and promising algorithm in swarm intelligence, is based on the collective behavior of human being, that is, the brainstorming process. The convergence strategy is utilized in BSO algorithm to exploit search areas may contain good solutions. The new solutions are generated by divergence strategy to explore new search areas. Premature convergence also happens in the BSO algorithm. The solutions get clustered after a few iterations, which indicate that the population diversity decreases quickly during the search. A definition of population diversity in BSO algorithm is introduced in this paper to measure the change of solutions' distribution. The algorithm's exploration and exploitation ability can be measured based on the change of population diversity. Different kinds of partial reinitialization strategies are utilized to improve the population diversity in BSO algorithm. The experimental results show that the performance of the BSO is improved by part of solutions re-initialization strategies."
2021-03-15,Scheduling multi–mode resource–constrained tasks of automated guided vehicles with an improved particle swarm optimization algorithm,10.1049/cim2.12016,"[{'author_name': 'Xiangjie Xiao', 'author_slug': 'xiangjie-xiao-1545Ay', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Yaohui Pan', 'author_slug': 'yaohui-pan-3Kxb82', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Lingling Lv', 'author_slug': 'lingling-lv-9DgP0N', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Yufeng Shi', 'author_slug': 'yufeng-shi-PQEzx2', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}]",Iet Collaborative Intelligent Manufacturing,IET Collab Intel Manufact,3,2021,Institution of Engineering and Technology (IET),2,93-104,"A modified particle swarm optimization (PSO) approach is presented for the multi-mode resource-constrained scheduling problem of automated guided vehicle (AGV) tasks. Various constraints in the scheduling process of the AGV system are analysed, and the types and quantities of AGVs as allocable resources are considered. The multiple-AGV combined distribution mode and its impact on distribution tasks is also considered. Finally, a multi-mode resource-constrained task scheduling model is established for which the object is to minimise material delivery time. Based on the above model, the discrete particle swarm optimization algorithm that improved the basic PSO was proposed. The simulation results with the test set in PSPLIB standard library showed the effectiveness of the improved PSO algorithm. This is an open access article under the terms of the Creative Commons Attribution-NonCommercial License, which permits use, distribution and reproduction in any medium, provided the original work is properly cited and is not used for commercial purposes."
2018-03-29,Distributed Constraint Optimization Problems and Applications: A Survey,10.1613/jair.5565,"[{'author_name': 'Ferdinando Fioretto', 'author_slug': 'ferdinando-fioretto-mvjKZg', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Enrico Pontelli', 'author_slug': 'enrico-pontelli-jMkKLV', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'William Yeoh', 'author_slug': 'william-yeoh-WXNL5', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}]",Journal of Artificial Intelligence Research,jair,61,2018,AI Access Foundation,,623-698,"The field of multi-agent system (MAS) is an active area of research within artificial intelligence, with an increasingly important impact in industrial and other real-world applications. In a MAS, autonomous agents interact to pursue personal interests and/or to achieve common objectives. Distributed Constraint Optimization Problems (DCOPs) have emerged as a prominent agent model to govern the agents' autonomous behavior, where both algorithms and communication models are driven by the structure of the specific problem. During the last decade, several extensions to the DCOP model have been proposed to enable support of MAS in complex, real-time, and uncertain environments.This survey provides an overview of the DCOP model, offering a classification of its multiple extensions and addressing both resolution methods and applications that find a natural mapping within each class of DCOPs. The proposed classification suggests several future perspectives for DCOP extensions, and identifies challenges in the design of efficient resolution algorithms, possibly through the adaptation of strategies from different areas."
2018-03-01,Decentralised grid scheduling approach based on multi‐agent reinforcement learning and gossip mechanism,10.1049/trit.2018.0001,"[{'author_name': 'Jun Wu', 'author_slug': 'jun-wu-G3APQJ', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Xin Xu', 'author_slug': 'xin-xu-vJARd4', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}]",Caai Transactions on Intelligence Technology,CAAI Transactions on Intelligence Technology,3,2018,Institution of Engineering and Technology (IET),1,8-17,"As an important class of resource allocation approaches, decentralised job scheduling in large-scale grids has to deal with the difficulties in acquiring timely model information and improving performance by autonomous coordination. In this study, a gossip-based reinforcement learning (GRL) method is proposed for decentralised job scheduling in grids. In the GRL method, a decentralised scheduling architecture based on multi-agent reinforcement learning is presented to improve the scalability and adaptability of job scheduling. A gossip mechanism is designed to realise autonomous coordination among the decentralised schedulers. Simulation results show that the proposed GRL-based schedulers can complete the task of grid job scheduling effectively and achieve load balancing efficiently."
2012-04-24,A Market-Inspired Approach for Intersection Management in Urban Road Traffic Networks,10.1613/jair.3560,"[{'author_name': 'Matteo Vasirani', 'author_slug': 'matteo-vasirani-zRnygE', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Sascha Ossowskí', 'author_slug': 'sascha-ossowski-K63NAJ', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}]",Journal of Artificial Intelligence Research,jair,43,2012,AI Access Foundation,,621-659,"AbstractTraffic congestion in urban road networks is a costly problem that affects all major cities in developed countries. To tackle this problem, it is possible (i) to act on the supply side, increasing the number of roads or lanes in a network, (ii) to reduce the demand, restricting the access to urban areas at specific hours or to specific vehicles, or (iii) to improve the efficiency of the existing network, by means of a widespread use of so-called Intelligent Transportation Systems (ITS). In line with the recent advances in smart transportation management infrastructures, ITS has turned out to be a promising field of application for artificial intelligence techniques. In particular, multiagent systems seem to be the ideal candidates for the design and implementation of ITS. In fact, drivers can be naturally modelled as autonomous agents that interact with the transportation management infrastructure, thereby generating a large-scale, open, agent-based system. To regulate such a system and maintain a smooth and efficient flow of traffic, decentralised mechanisms for the management of the transportation infrastructure are needed.In this article we propose a distributed, market-inspired, mechanism for the management of a future urban road network, where intelligent autonomous vehicles, operated by software agents on behalf of their human owners, interact with the infrastructure in order to travel safely and efficiently through the road network. Building on the reservationbased intersection control model proposed by Dresner and Stone, we consider two different scenarios: one with a single intersection and one with a network of intersections. In the former, we analyse the performance of a novel policy based on combinatorial auctions for the allocation of reservations. In the latter, we analyse the impact that a traffic assignment strategy inspired by competitive markets has on the drivers' route choices. Finally we propose an adaptive management mechanism that integrates the auction-based traffic control policy with the competitive traffic assignment strategy."
2013-01-01,Agent-Based Dispatching Enables Autonomous Groupage Traffic,10.2478/jaiscr-2014-0003,"[{'author_name': 'Max Gath', 'author_slug': 'max-gath-VKNkjW', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Stefan Edelkamp', 'author_slug': 'stefan-edelkamp-mOp0Oe', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Otthein Herzog', 'author_slug': 'otthein-herzog-VOQPZ', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}]",Journal of Artificial Intelligence and Soft Computing Research,,3,2013,Walter de Gruyter GmbH,1,27-40,"Abstract
				 The complexity and dynamics in groupage traffic require flexible, efficient, and adaptive planning and control processes. The general problem of allocating orders to vehicles can be mapped into the Vehicle Routing Problem (VRP). However, in practical applications additional requirements complicate the dispatching processes and require a proactive and reactive system behavior. To enable automated dispatching processes, this article presents a multiagent system where the decision making is shifted to autonomous, interacting, intelligent agents. Beside the communication protocols and the agent architecture, the focus is on the individual decision making of the agents which meets the specific requirements in groupage traffic. To evaluate the approach we apply multiagent-based simulation and model several scenarios of real world infrastructures with orders provided by our industrial partner. Moreover, a case study is conducted which covers the autonomous groupage traffic in the current processes of our industrial parter. The results reveal that agent-based dispatching meets the sophisticated requirements of groupage traffic. Furthermore, the decision making supports the combination of pickup and delivery tours efficiently while satisfying logistic request priorities, time windows, and capacity constraints."
