openalex_id,title,publication_year,cited_by_count,doi,venue,authors,abstract,keywords,search_query,collection_timestamp
https://openalex.org/W4408851139,The beer game bullwhip effect mitigation: a deep reinforcement learning approach,2025,0,https://doi.org/10.1080/00207543.2025.2479831,International Journal of Production Research,"['Maxim Rozhkov', 'Nataliya Alyamovskaya', 'Г В Заходякин']","This article investigates the application of reinforcement learning (RL) methods to optimise a four-echelon linear supply chain model with stochastic demand. The proposed supply chain configuration is largely based on the production-distribution supply chain of the MIT Supply Chain Beer Game. We show that RL can significantly improve ordering efficiency and overall supply chain performance. The model environment is adapted for the OpenAI 'gymnasium' interface with the usage of reward shaping (reward engineering) in the model training process. The algorithm employs two reward function components: costs and order variance metric. We evaluate the effectiveness of RL against Order-Up-To inventory management policies for several supply chain configurations and assess the impact on the overall supply chain stability. An algorithm based on a recurrent proximal policy optimisation (RPPO) is effective for the beer game setup and outperforms Order-Up-To approaches. This RL algorithm generates different ordering patterns and tends to narrow the action space for the agent and thus, to mitigate the bullwhip effect in a more effective way. Our findings suggest that an improvement in the reduction of the bullwhip effect impact is present even if only one agent in the supply chain uses the algorithm as an ordering policy.","['Bullwhip effect', 'Reinforcement learning', 'Reinforcement', 'Computer science', 'Game theory', 'Artificial intelligence', 'Economics', 'Operations research', 'Microeconomics', 'Engineering']",agent supply chain management,2025-06-05T11:17:50.044681
https://openalex.org/W4406096054,Reinforcement Learning for Collaborative Decision-Making in Multi-Agent Systems: Applications in Supply Chain Optimization,2025,0,https://doi.org/10.2139/ssrn.5065476,SSRN Electronic Journal,"['Rajesh Kumar Malviya', 'Vishwanadham Mandala', 'Mohit Surender Reddy']","In an increasingly interconnected world, effective decision-making within multi-agent systems is crucial for optimizing complex processes, particularly in supply chains. This paper explores the application of reinforcement learning (RL) techniques to enhance collaborative decision-making among autonomous agents in supply chain environments. We present a framework that leverages deep reinforcement learning to facilitate coordination and negotiation between agents, allowing them to dynamically adapt to changing conditions and shared objectives. Through a series of simulations and real-world case studies, we demonstrate how our approach improves operational efficiency, reduces costs, and enhances responsiveness to disruptions. Our findings highlight the potential of RL to transform traditional supply chain management, providing a pathway for more resilient and intelligent systems capable of thriving in today's volatile markets. By integrating RL into collaborative decision-making, we offer new insights into optimizing agent interactions and achieving synergistic outcomes in complex, multi-agent environments.","['Reinforcement learning', 'Supply chain', 'Computer science', 'Reinforcement', 'Chain (unit)', 'Artificial intelligence']",agent supply chain management,2025-06-05T11:17:50.044780
https://openalex.org/W4409835382,Implementation of House of Risk (Hor) Model for Mitigating Raw Material Supply Chain Risk at PT. Raja Indonesia Perkasa,2025,0,https://doi.org/10.35891/jkie.v10i3.6176,JKIE (Journal Knowledge Industrial Engineering),['Slamet Slamet'],"Supply chain activities always carry the potential for risk, which is why risk management is essential for addressing these risks. In companies that manufacture mattresses, such as PT Raja Indonesia Perkasa Suwayuwo, the supply chain activities related to leather raw materials are susceptible to various risks. Therefore, it is necessary to conduct a risk analysis and design mitigation actions to address or reduce the likelihood of risks or disruptions in the leather raw material supply chain. This study employs the House of Risk (HoR) model, which consists of two phases. The first phase involves identifying risks and risk agents, followed by measuring the severity and occurrence levels, as well as calculating the Aggregate Risk Priority (ARP) values. The second phase focuses on risk treatment. The results of the study show that there are 27 risk events and 52 risk agents identified. Furthermore, six mitigation actions have been proposed, which are expected to effectively mitigate the risks in the leather raw material supply chain.","['Raw material', 'Supply chain', 'Business']",agent supply chain management,2025-06-05T11:17:50.044877
https://openalex.org/W4409085195,Analysis of Performance of Staple Food Supply Chain in Indonesia and the Philippines,2025,0,https://doi.org/10.18421/sar81-13,SAR Journal - Science and Research,"['Dwi Andriani', 'Alfred Lord B. Floresca', 'Mary Jean G. Tumamao', 'Ramadhan Prasetya Wibawa', 'Ana Dhaod Daroin', 'Fenny Widya Kusuma Dewi']","This research aims to analyze existing supply management in Indonesia and the Philippines. In the method used to examine the condition of natural objects, the researcher is the key instrument, the data collection technique is carried out using triangulation, the data analysis is inductive, and the research results maintain significance. The research results show that the supply chain management for raw materials in Indonesia, especially in Madiun Regency, has quite a long chain, not directly from producers to consumers. The supply management flow starts from farmers or breeders, collectors, and processors, and is delivered to distributors, namely through large and small agents. After that, it goes to consumers, starting from restaurants, supermarkets, markets, and regular retail. Likewise, in the Philippines, the flow of supply management starts from producers, collectors, processors, distributors, retailers, and consumers.","['Staple food', 'Food supply', 'Supply chain', 'Business', 'Agricultural economics', 'Chain (unit)']",agent supply chain management,2025-06-05T11:17:50.044959
https://openalex.org/W4409678342,Implementation and enhancement of risk management in frozen food Processing at UD. FFI Driyorejo Gresik,2025,0,https://doi.org/10.35891/agx.v16i1.4927,agromix,"['Laila Ayu Andari', 'Ifan Rizky Kurniyanto']","Introduction: Indonesian SMEs are vital for economic growth. UD. FFI Driyorejo Gresik, a frozen food SME, faces production planning and efficiency challenges due to demand fluctuations and absent risk management. This research identifies and prioritizes risks, recommending mitigation strategies. Methods: Qualitative data was collected via interviews at UD. FFI. The House of Risk (HOR) method was used to identify, assess, and prioritize risk agents, utilizing SCOR mapping, severity/occurrence assessments, and Pareto analysis. Results: Eighteen risk events and twenty-four risk agents were identified. ""Insufficient raw material supply"" had the highest Aggregate Risk Potential (ARP). Pareto analysis revealed eleven priority risk agents comprising ~80% of total risk. Recommended mitigation included improved inventory, SOP monitoring, maintenance, training, and proactive management. Conclusion: UD. FFI is vulnerable in supply chain and production, primarily from raw material issues and process inconsistencies. Inventory management improvement is crucial for better efficiency, quality, and resilience. This study offers a risk management framework for frozen food SMEs. Future research could explore long-term effectiveness and external supply chain factors.","['Business', 'Psychology']",agent supply chain management,2025-06-05T11:17:50.045056
https://openalex.org/W4410266710,Reinventing supply chain dynamics: The rise of intelligent AI Agents,2025,0,https://doi.org/10.30574/wjaets.2025.15.2.0581,World Journal of Advanced Engineering Technology and Sciences,['Aravind Guduru'],"Intelligent AI agents are revolutionizing supply chain management by transforming reactive systems into proactive, data-driven ecosystems. This article explores how these agents monitor digital consumer behavior across e-commerce platforms to anticipate demand shifts before traditional analytics detect changes. It outlines the collaborative intelligence model where multiple specialized agents communicate to optimize inventory, logistics, and pricing decisions. The three-tiered intelligence framework—encompassing sensing and insight, strategic decision-making, and operational execution—enables organizations to translate real-time consumer signals into actionable strategies. By automating routine tasks, these interconnected AI systems free human talent to focus on long-term planning and creative problem-solving, ultimately creating more agile and responsive supply chains.","['Supply chain', 'Dynamics (music)', 'Computer science', 'Chain (unit)', 'Artificial intelligence']",agent supply chain management,2025-06-05T11:17:50.045147
https://openalex.org/W4406899998,Blockchain in supply chains: an unfulfilled promise,2025,0,https://doi.org/10.1108/scm-03-2024-0192,Supply Chain Management An International Journal,"['Michael Lustenberger', 'Florian Spychiger']","Purpose This paper investigates the influence of blockchain technology on trust and transparency within supply chain management. While existing research suggests blockchain has revolutionary potential, real-world evidence remains limited. This study aims to bridge this gap. Design/methodology/approach The research relies on transaction cost analysis and principal-agent theory to develop a conceptual model. The model proposes how blockchain fosters trust and transparency, ultimately leading to a market-based governance model within supply chains. Five different blockchain applications were analyzed in a multi-case study through document reviews and expert interviews to test the model’s assumptions. Findings The study’s findings challenge initial assumptions. The complexity of blockchain networks and a reluctance to share information among participants hinder blockchain technology’s ability to increase trust and transparency. Consequently, the expected reduction in opportunism and uncertainties is not observed, and a market-based governance model fails to materialize. In practice, supply chain partners gravitate toward permissioned blockchains managed by established consortia. Acting as trusted third parties, these consortia assume control over network management, rendering blockchain essentially unnecessary. Originality/value This paper sheds light on the practical limitations of blockchain technology in revolutionizing supply chain management. While blockchain promises much, the findings suggest that established consortia currently play a more critical role in fostering trust and transparency within supply chains.","['Blockchain', 'Supply chain', 'Business']",agent supply chain management,2025-06-05T11:17:50.045225
https://openalex.org/W4409801220,Optimizing Palm Oil Supply Chain Sustainability Through Risk Control and Decision Support Systems,2025,0,https://doi.org/10.1088/1742-6596/2989/1/012033,Journal of Physics Conference Series,"['AA Puji', 'Agus Mulyadi', 'Athaya Salsabila Farendra Kusumah', 'Zahari Zen', 'St Nova Meirizha', 'Dermawan Dermawan', 'Satriardi Satriardi', 'FA Yul', 'Rozar Rayendra', 'Muhammad Qurthuby', 'Dina Dewi Anggraini']","Abstract The supply chain is vital for business operations, especially regarding costs and profits. Sustainable oil palm development is stagnant because deforestation is still occurring due to the expansion of oil palm plantations every year. It is suspected that there is a problem with the supply chain, especially in the economic, social, and environmental sections that are included in the sustainable variables. This study aims to identify risks in the sustainable supply chain in the palm oil industry and formulate risk mitigation measures, both preventive and corrective, using the House of Risk approach and the MOORA decision support system. The literature review results indicate deforestation, harvest gaps between communities and companies, stagnant productivity, and issues of desire that influence Government policies. This study introduces a new analysis of the sustainable supply chain, identifying 41 risk agents and 123 risk events mapped using Sustainability SCOR (Supply Chain Operation Reference). It is reprocessed in House of Risk stage 2 utilizing MOORA by increasing the correlation matrix based on benefits and costs in the following order: M59, M60, M36, M53, M52, M13, M10. The significance of this study is that the study of sustainable supply chain risk management is a new thing in the palm oil industry because, in previous studies, supply chain management did not consider sustainable variables. In the decision support system, this study also considers benefits and costs so that the final result can be chosen according to the company’s capabilities. In the long term, if this study is implemented and refined, the palm oil industry may operate independently, sustainably, and productively","['Sustainability', 'Palm oil', 'Decision support system', 'Supply chain', 'Supply chain risk management', 'Business', 'Control (management)', 'Risk analysis (engineering)', 'Oil supply', 'Risk Control']",agent supply chain management,2025-06-05T11:17:50.045337
https://openalex.org/W4406686675,Attention-Based Temporal Convolutional Networks and Reinforcement Learning for Supply Chain Delay Prediction and Inventory Optimization,2025,0,https://doi.org/10.20944/preprints202501.1543.v1,,['Tian Jin'],"Accurately predicting supply chain delays is crucial for maintaining resilience in inventory management systems. This paper presents a novel framework integrating an Attention-Based Temporal Convolutional Network (ATCN) and Reinforcement Learning (RL) to address the challenges of supply chain delay prediction and inventory optimization. The ATCN model leverages convolutional layers to capture long-term dependencies in time series data, while the attention mechanism enhances prediction accuracy under high demand volatility. Additionally, the RL component optimizes inventory decisions by minimizing holding and shortage costs through multi-agent collaboration. Our proposed approach outperforms baseline models in terms of Mean Absolute Error (MAE), Mean Squared Error (MSE), R², and Area Under the Curve (AUC) metrics. Ablation studies confirm the importance of both the attention mechanism and RL in improving forecasting accuracy and inventory management. This work offers a robust solution for enhancing supply chain resilience and lays the groundwork for future exploration in multi-layered and real-time supply chain systems.","['Reinforcement learning', 'Supply chain', 'Computer science', 'Convolutional neural network', 'Reinforcement', 'Artificial intelligence', 'Machine learning']",agent supply chain management,2025-06-05T11:17:50.045477
https://openalex.org/W4408534997,Theory in action: operationalizing actor-network theory with system dynamics to transform indigenous chicken supply chains,2025,0,https://doi.org/10.1108/jadee-05-2024-0164,Journal of Agribusiness in Developing and Emerging Economies,"['Iffat Abbas Abbasi', 'Amjad Shamim', 'Hasbullah Ashari']","Purpose This paper addresses an operational gap by uniquely integrating two epistemological frameworks actor-network theory (ANT) and system dynamics modeling – to investigate supply chains through an ANT lens. Specifically, this study examines the indigenous chicken sector as a case to model supply chain dynamics within the ANT framework. Design/methodology/approach Data are gathered from indigenous chicken farms using semi-structured interviews. A thematic analysis of the interviews identified both human and non-human actors. System dynamics modeling was then applied to analyze the intricate interactions within the actor-network. Findings System dynamics modeling was integrated into the ANT translation phase, providing deeper insight into actor networks within the supply chain. The emergent supply chain model makes a substantial contribution to supply chain management literature by proposing a system inclusive of human and non-human agents, adaptable to complex systems. Research limitations/implications This study focuses on the indigenous chicken sector in Malaysia, suggesting the need for broader contextual validation. Originality/value This research contributes to the literature by operationalizing ANT through system dynamics modeling, offering a new approach to studying supply chains within an ANT framework. Methodologically, the study explains the integration of system dynamics into the ANT translation process.","['Operationalization', 'Indigenous', 'Action (physics)', 'Dynamics (music)', 'Network theory', 'Collective action', 'System dynamics', 'Sociology', 'Economic geography', 'Economics']",agent supply chain management,2025-06-05T11:17:50.045715
https://openalex.org/W4408670659,Supply Chain Risk Mitigation of Banana Bolen Agroindustry at CV Mayang Sari Bandar Lampung City,2025,0,https://doi.org/10.58451/ijebss.v3i4.232,International Journal of Engineering Business and Social Science,"['Dwi Haryono', 'Fadilah Nur Safitri', 'Fembriarti Erry Prasmatiwi']","The supply chain issues of banana bolen products at CV Mayang Sari include the decline in the quality of raw bananas, fluctuations in raw banana prices, difficulties in banana supply, and production constraints that affect product quality and the sustainability of the agroindustry. This study aims to analyze risks, particularly risk sources, and supply chain risk mitigation measures for banana bolen products at CV Mayang Sari in Bandar Lampung City. The research employs a case study method. The respondents in this study consist of supply chain actors, including the owner, banana, sugar, and flour suppliers, four production workers, one marketing staff, and two regular consumers. The data analysis method used is risk analysis utilizing the House of Risk (HOR) method. The results show that there are 33 risk events and 51 risk agents, with 23 priority risk agents. The highest-priority risk agents include weather changes that hinder banana bolen product delivery, sudden machine breakdowns, scheduling inaccuracies in product shipments, errors in oven temperature settings, and sudden large-volume orders of banana bolen. Additionally, 29 mitigation measures were identified, with 16 priority mitigation actions recommended as risk management strategies. The highest-rated mitigation measures include implementing a first-in, first-out (FIFO) system for banana raw materials, improving customer service, maintaining buffer stock, using weather-resistant packaging, and developing a well-structured and detailed production plan.","['Business', 'Agricultural science']",agent supply chain management,2025-06-05T11:17:50.045813
